id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,status,price,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,lotSize
"1305-Walden-Park-Dr,-Savannah,-GA-31410","1305 Walden Park Dr, Savannah, GA 31410",1305 Walden Park Dr,,Savannah,GA,31410,Chatham,32.034308,-81.009468,Condo,1,1.0,1056.0,2002.0,Active,209900,2024-01-10T00:00:00.000Z,,2020-09-15T13:54:01.059Z,2024-05-01T00:00:00.000Z,113,
"1175-N-Beachview-Dr,-Unit-229,-Jekyll-Island,-GA-31527","1175 N Beachview Dr, Unit 229, Jekyll Island, GA 31527",1175 N Beachview Dr,Unit 229,Jekyll Island,GA,31527,Glynn,31.097898,-81.404007,Condo,1,1.0,480.0,1973.0,Active,279000,2024-03-05T00:00:00.000Z,,2020-09-15T15:27:05.820Z,2024-05-01T00:00:00.000Z,58,436.0
"10-Perimeter-Summit-Blvd-NE,-Unit-1402,-Brookhaven,-GA-30319","10 Perimeter Summit Blvd NE, Unit 1402, Brookhaven, GA 30319",10 Perimeter Summit Blvd NE,Unit 1402,Brookhaven,GA,30319,DeKalb,33.914219,-84.34082,Condo,1,1.0,648.0,2005.0,Active,198500,2024-04-16T00:00:00.000Z,,2020-09-16T13:42:34.154Z,2024-05-01T00:00:00.000Z,16,
"1501-Clairmont-Rd,-Apt-1819,-Decatur,-GA-30033","1501 Clairmont Rd, Apt 1819, Decatur, GA 30033",1501 Clairmont Rd,Apt 1819,Decatur,GA,30033,DeKalb,33.79818,-84.305733,Condo,1,1.0,814.0,1968.0,Active,161500,2024-03-12T00:00:00.000Z,,2020-09-16T19:08:46.106Z,2024-05-01T00:00:00.000Z,51,8712.0
"20-Marietta-St-NW,-Apt-10F,-Atlanta,-GA-30303","20 Marietta St NW, Apt 10F, Atlanta, GA 30303",20 Marietta St NW,Apt 10F,Atlanta,GA,30303,Fulton,33.754581,-84.390627,Condo,1,1.0,543.0,1995.0,Active,155000,2023-06-16T00:00:00.000Z,,2020-09-16T19:12:04.768Z,2024-05-01T00:00:00.000Z,321,544.0
"1280-W-Peachtree-St-NW,-Apt-1401,-Atlanta,-GA-30309","1280 W Peachtree St NW, Apt 1401, Atlanta, GA 30309",1280 W Peachtree St NW,Apt 1401,Atlanta,GA,30309,Fulton,33.789685,-84.388805,Condo,1,1.0,457.0,1989.0,Active,182900,2024-04-08T00:00:00.000Z,,2020-09-16T19:12:04.784Z,2024-05-01T00:00:00.000Z,24,479.0
"2479-Peachtree-Rd-NE,-Apt-603,-Atlanta,-GA-30305","2479 Peachtree Rd NE, Apt 603, Atlanta, GA 30305",2479 Peachtree Rd NE,Apt 603,Atlanta,GA,30305,Fulton,33.822483,-84.386464,Condo,1,1.0,837.0,1967.0,Active,205000,2024-04-17T00:00:00.000Z,,2020-09-16T19:12:09.131Z,2024-05-01T00:00:00.000Z,15,836.0
"373-Moreland-Ave-NE,-Apt-106,-Atlanta,-GA-30307","373 Moreland Ave NE, Apt 106, Atlanta, GA 30307",373 Moreland Ave NE,Apt 106,Atlanta,GA,30307,DeKalb,33.764531,-84.348738,Condo,1,1.0,442.0,1920.0,Active,164000,2024-04-20T00:00:00.000Z,,2020-09-17T14:40:26.558Z,2024-05-01T00:00:00.000Z,12,627.0
"3300-Windy-Ridge-Pkwy-SE,-Unit-1719,-Atlanta,-GA-30339","3300 Windy Ridge Pkwy SE, Unit 1719, Atlanta, GA 30339",3300 Windy Ridge Pkwy SE,Unit 1719,Atlanta,GA,30339,Cobb,33.90353,-84.456684,Condo,1,1.0,776.0,2006.0,Active,320000,2024-03-08T00:00:00.000Z,,2020-09-17T15:23:36.242Z,2024-05-01T00:00:00.000Z,55,1307.0
"2514-Abercorn-St,-Apt-211,-Savannah,-GA-31401","2514 Abercorn St, Apt 211, Savannah, GA 31401",2514 Abercorn St,Apt 211,Savannah,GA,31401,Chatham,32.052453,-81.098696,Condo,1,1.0,853.0,2006.0,Active,399900,2024-03-09T00:00:00.000Z,,2020-09-20T18:01:44.639Z,2024-05-01T00:00:00.000Z,54,871.0
"110-Barnard-St,-Apt-214,-Savannah,-GA-31401","110 Barnard St, Apt 214, Savannah, GA 31401",110 Barnard St,Apt 214,Savannah,GA,31401,Chatham,32.079258,-81.093882,Condo,1,1.0,864.0,1860.0,Active,580000,2024-04-30T00:00:00.000Z,,2020-09-20T18:22:27.492Z,2024-05-01T00:00:00.000Z,2,436.0
"404-Butler-Ave,-Unit-311,-Tybee-Island,-GA-31328","404 Butler Ave, Unit 311, Tybee Island, GA 31328",404 Butler Ave,Unit 311,Tybee Island,GA,31328,Chatham,32.008226,-80.841718,Condo,1,1.0,936.0,2004.0,Active,589000,2024-03-25T00:00:00.000Z,,2020-09-20T18:22:27.492Z,2024-05-01T00:00:00.000Z,38,436.0
"1195-Milton-Ter-SE,-Apt-4206,-Atlanta,-GA-30315","1195 Milton Ter SE, Apt 4206, Atlanta, GA 30315",1195 Milton Ter SE,Apt 4206,Atlanta,GA,30315,Fulton,33.722973,-84.38189,Condo,1,1.0,943.0,2006.0,Active,240000,2024-04-19T00:00:00.000Z,,2020-09-20T19:57:54.234Z,2024-05-01T00:00:00.000Z,13,941.0
"1280-W-Peachtree-St-NW,-Apt-1512,-Atlanta,-GA-30309","1280 W Peachtree St NW, Apt 1512, Atlanta, GA 30309",1280 W Peachtree St NW,Apt 1512,Atlanta,GA,30309,Fulton,33.789685,-84.388805,Condo,1,1.0,772.0,1989.0,Active,229900,2024-03-04T00:00:00.000Z,,2020-09-21T19:52:25.101Z,2024-05-01T00:00:00.000Z,59,771.0
"244-Peters-St-SW,-Unit-18,-Atlanta,-GA-30313","244 Peters St SW, Unit 18, Atlanta, GA 30313",244 Peters St SW,Unit 18,Atlanta,GA,30313,Fulton,33.747573,-84.400931,Condo,1,1.0,747.0,1950.0,Active,239000,2024-03-13T00:00:00.000Z,,2020-09-21T19:52:25.109Z,2024-05-01T00:00:00.000Z,50,745.0
"390-17th-St-NW,-Unit-5021,-Atlanta,-GA-30363","390 17th St NW, Unit 5021, Atlanta, GA 30363",390 17th St NW,Unit 5021,Atlanta,GA,30363,Fulton,33.79032,-84.399552,Condo,1,1.0,832.0,2007.0,Active,243900,2024-03-28T00:00:00.000Z,,2020-09-21T20:20:21.714Z,2024-05-01T00:00:00.000Z,35,832.0
"800-Peachtree-St-NE,-Apt-1326,-Atlanta,-GA-30308","800 Peachtree St NE, Apt 1326, Atlanta, GA 30308",800 Peachtree St NE,Apt 1326,Atlanta,GA,30308,Fulton,33.776826,-84.38523,Condo,1,1.0,775.0,2001.0,Active,235000,2024-04-29T00:00:00.000Z,,2020-09-21T20:20:21.716Z,2024-05-01T00:00:00.000Z,3,784.0
"1065-United-Ave-SE,-Unit-201,-Atlanta,-GA-30316","1065 United Ave SE, Unit 201, Atlanta, GA 30316",1065 United Ave SE,Unit 201,Atlanta,GA,30316,Fulton,33.724534,-84.352933,Condo,1,1.0,644.0,2019.0,Active,279000,2024-03-08T00:00:00.000Z,,2020-09-21T20:20:21.725Z,2024-05-01T00:00:00.000Z,55,645.0
"2865-Lenox-Rd-NE,-Apt-511,-Atlanta,-GA-30324","2865 Lenox Rd NE, Apt 511, Atlanta, GA 30324",2865 Lenox Rd NE,Apt 511,Atlanta,GA,30324,Fulton,33.832658,-84.3561,Condo,1,1.0,1080.0,2002.0,Active,279900,2024-02-29T00:00:00.000Z,,2020-09-21T20:30:44.910Z,2024-05-01T00:00:00.000Z,63,1080.0
"800-Peachtree-St-NE,-Apt-205,-Atlanta,-GA-30308","800 Peachtree St NE, Apt 205, Atlanta, GA 30308",800 Peachtree St NE,Apt 205,Atlanta,GA,30308,Fulton,33.776826,-84.38523,Condo,1,1.0,899.0,1927.0,Active,289000,2023-10-10T00:00:00.000Z,,2020-09-21T22:53:31.161Z,2024-05-01T00:00:00.000Z,205,
"170-Boulevard-SE,-Apt-E006,-Atlanta,-GA-30312","170 Boulevard SE, Apt E006, Atlanta, GA 30312",170 Boulevard SE,Apt E006,Atlanta,GA,30312,Fulton,33.751109,-84.368791,Condo,1,1.0,795.0,2001.0,Active,316500,2024-02-05T00:00:00.000Z,,2020-09-21T22:56:16.020Z,2024-05-01T00:00:00.000Z,87,
"170-Boulevard-SE,-Apt-H303,-Atlanta,-GA-30312","170 Boulevard SE, Apt H303, Atlanta, GA 30312",170 Boulevard SE,Apt H303,Atlanta,GA,30312,Fulton,33.751116,-84.368796,Condo,1,1.0,794.0,2006.0,Active,315000,2024-01-18T00:00:00.000Z,,2020-09-21T23:20:42.464Z,2024-05-01T00:00:00.000Z,105,793.0
"747-Ralph-Mcgill-Blvd-NE,-Unit-303,-Atlanta,-GA-30312","747 Ralph Mcgill Blvd NE, Unit 303, Atlanta, GA 30312",747 Ralph Mcgill Blvd NE,Unit 303,Atlanta,GA,30312,Fulton,33.765924,-84.362258,Condo,1,1.0,818.0,2005.0,Active,350000,2024-04-12T00:00:00.000Z,,2020-09-21T23:25:12.151Z,2024-05-01T00:00:00.000Z,20,819.0
"805-Peachtree-St-NE,-Unit-213,-Atlanta,-GA-30308","805 Peachtree St NE, Unit 213, Atlanta, GA 30308",805 Peachtree St NE,Unit 213,Atlanta,GA,30308,Fulton,33.776458,-84.383855,Condo,1,1.0,995.0,1951.0,Active,325000,2024-03-19T00:00:00.000Z,,2020-09-21T23:37:51.664Z,2024-05-01T00:00:00.000Z,44,1002.0
"346-Peters-St-SW,-Unit-206,-Atlanta,-GA-30313","346 Peters St SW, Unit 206, Atlanta, GA 30313",346 Peters St SW,Unit 206,Atlanta,GA,30313,Fulton,33.745251,-84.40377,Condo,1,1.0,981.0,2023.0,Active,395000,2024-04-19T00:00:00.000Z,,2020-09-21T23:37:51.668Z,2024-05-01T00:00:00.000Z,13,
"825-Highland-Ln-NE,-Apt-1317,-Atlanta,-GA-30306","825 Highland Ln NE, Apt 1317, Atlanta, GA 30306",825 Highland Ln NE,Apt 1317,Atlanta,GA,30306,Fulton,33.77422,-84.360018,Condo,1,1.0,1275.0,2004.0,Active,408500,2024-04-03T00:00:00.000Z,,2020-09-22T00:19:24.538Z,2024-05-01T00:00:00.000Z,29,1263.0
"3325-Piedmont-Rd-NE,-Unit-1708,-Atlanta,-GA-30305","3325 Piedmont Rd NE, Unit 1708, Atlanta, GA 30305",3325 Piedmont Rd NE,Unit 1708,Atlanta,GA,30305,Fulton,33.845166,-84.371515,Condo,1,1.0,928.0,2008.0,Active,415000,2023-09-01T00:00:00.000Z,,2020-09-22T00:38:25.892Z,2024-05-01T00:00:00.000Z,244,915.0
"490-Marietta-St-NW,-Atlanta,-GA-30313","490 Marietta St NW, Atlanta, GA 30313",490 Marietta St NW,,Atlanta,GA,30313,Fulton,33.766621,-84.397929,Condo,1,1.0,1690.0,1945.0,Active,675000,2024-04-18T00:00:00.000Z,,2020-09-22T01:20:44.025Z,2024-05-01T00:00:00.000Z,14,1699.0
"860-Peachtree-St-NE,-Unit-1110,-Atlanta,-GA-30308","860 Peachtree St NE, Unit 1110, Atlanta, GA 30308",860 Peachtree St NE,Unit 1110,Atlanta,GA,30308,Fulton,33.77844,-84.385477,Condo,1,1.0,796.0,2005.0,Active,339000,2024-04-11T00:00:00.000Z,,2020-09-30T16:25:06.358Z,2024-05-01T00:00:00.000Z,21,784.0
"2479-Peachtree-Rd-NE,-Apt-1410,-Atlanta,-GA-30305","2479 Peachtree Rd NE, Apt 1410, Atlanta, GA 30305",2479 Peachtree Rd NE,Apt 1410,Atlanta,GA,30305,Fulton,33.822478,-84.386464,Condo,1,1.0,505.0,1967.0,Active,155000,2024-02-12T00:00:00.000Z,,2020-10-03T09:57:49.160Z,2024-05-01T00:00:00.000Z,80,523.0
"943-Peachtree-St-NE,-Unit-716,-Atlanta,-GA-30309","943 Peachtree St NE, Unit 716, Atlanta, GA 30309",943 Peachtree St NE,Unit 716,Atlanta,GA,30309,Fulton,33.780409,-84.38346,Condo,1,1.0,665.0,2002.0,Active,299000,2024-04-22T00:00:00.000Z,,2020-10-10T14:27:49.077Z,2024-05-01T00:00:00.000Z,10,666.0
"2701-Cumberland-Ct-SE,-Smyrna,-GA-30080","2701 Cumberland Ct SE, Smyrna, GA 30080",2701 Cumberland Ct SE,,Smyrna,GA,30080,Cobb,33.87348,-84.4784,Condo,1,1.0,1042.0,1983.0,Active,235000,2024-04-22T00:00:00.000Z,,2020-10-16T12:00:39.329Z,2024-05-01T00:00:00.000Z,10,4064.0
"620-Peachtree-St-NE,-Apt-416,-Atlanta,-GA-30308","620 Peachtree St NE, Apt 416, Atlanta, GA 30308",620 Peachtree St NE,Apt 416,Atlanta,GA,30308,Fulton,33.771557,-84.385462,Condo,1,1.0,655.0,1965.0,Active,170000,2024-04-11T00:00:00.000Z,,2020-10-17T11:15:51.051Z,2024-05-01T00:00:00.000Z,21,653.0
"102-N-Hill-St,-Apt-306,-Griffin,-GA-30223","102 N Hill St, Apt 306, Griffin, GA 30223",102 N Hill St,Apt 306,Griffin,GA,30223,Spalding,33.248821,-84.263466,Condo,1,1.5,696.0,2006.0,Active,170000,2024-01-24T00:00:00.000Z,,2020-11-05T09:32:52.266Z,2024-05-01T00:00:00.000Z,99,
"390-17th-St-NW,-Unit-5016,-Atlanta,-GA-30363","390 17th St NW, Unit 5016, Atlanta, GA 30363",390 17th St NW,Unit 5016,Atlanta,GA,30363,Fulton,33.79032,-84.399552,Condo,1,1.0,770.0,2006.0,Active,236900,2024-02-28T00:00:00.000Z,,2020-11-05T13:52:59.269Z,2024-05-01T00:00:00.000Z,64,771.0
"3180-Mathieson-Dr-NE,-Unit-1003,-Atlanta,-GA-30305","3180 Mathieson Dr NE, Unit 1003, Atlanta, GA 30305",3180 Mathieson Dr NE,Unit 1003,Atlanta,GA,30305,Fulton,33.841774,-84.3775,Condo,1,1.0,1014.0,2001.0,Active,419000,2024-02-27T00:00:00.000Z,,2020-11-06T15:45:35.247Z,2024-05-01T00:00:00.000Z,65,1015.0
"3325-Piedmont-Rd-NE,-Unit-1509,-Atlanta,-GA-30305","3325 Piedmont Rd NE, Unit 1509, Atlanta, GA 30305",3325 Piedmont Rd NE,Unit 1509,Atlanta,GA,30305,Fulton,33.845166,-84.371515,Condo,1,1.0,944.0,2008.0,Active,445000,2023-12-20T00:00:00.000Z,,2020-11-09T16:40:52.113Z,2024-05-01T00:00:00.000Z,134,945.0
"2479-Peachtree-Rd-NE,-Apt-604,-Atlanta,-GA-30305","2479 Peachtree Rd NE, Apt 604, Atlanta, GA 30305",2479 Peachtree Rd NE,Apt 604,Atlanta,GA,30305,Fulton,33.82249,-84.386463,Condo,1,1.0,837.0,1967.0,Active,204000,2024-04-30T00:00:00.000Z,,2020-11-14T10:32:31.874Z,2024-05-01T00:00:00.000Z,2,836.0
"1195-Milton-Ter-SE,-Apt-1207,-Atlanta,-GA-30315","1195 Milton Ter SE, Apt 1207, Atlanta, GA 30315",1195 Milton Ter SE,Apt 1207,Atlanta,GA,30315,Fulton,33.72244,-84.380369,Condo,1,1.0,943.0,2006.0,Active,252000,2024-04-25T00:00:00.000Z,,2020-11-20T18:14:43.457Z,2024-05-01T00:00:00.000Z,7,941.0
"270-17th-St-NW,-Unit-608,-Atlanta,-GA-30363","270 17th St NW, Unit 608, Atlanta, GA 30363",270 17th St NW,Unit 608,Atlanta,GA,30363,Fulton,33.790848,-84.397562,Condo,1,1.5,1132.0,2009.0,Active,393000,2024-04-10T00:00:00.000Z,,2020-12-10T14:40:50.698Z,2024-05-01T00:00:00.000Z,22,12589.0
"45-Ivan-Allen-Jr-Blvd-NW,-Unit-1704,-Atlanta,-GA-30308","45 Ivan Allen Jr Blvd NW, Unit 1704, Atlanta, GA 30308",45 Ivan Allen Jr Blvd NW,Unit 1704,Atlanta,GA,30308,Fulton,33.765114,-84.389224,Condo,1,1.0,869.0,2010.0,Active,359900,2024-03-01T00:00:00.000Z,,2020-12-12T16:20:02.549Z,2024-05-01T00:00:00.000Z,62,871.0
"4333-Dunwoody-Park,-Apt-1202,-Dunwoody,-GA-30338","4333 Dunwoody Park, Apt 1202, Dunwoody, GA 30338",4333 Dunwoody Park,Apt 1202,Dunwoody,GA,30338,DeKalb,33.92322,-84.312964,Condo,1,1.0,549.0,2001.0,Active,199999,2024-03-14T00:00:00.000Z,,2021-02-11T10:11:54.817Z,2024-05-01T00:00:00.000Z,49,697.0
"285-Centennial-Olympic-Park-Dr-NW,-Unit-2103,-Atlanta,-GA-30313","285 Centennial Olympic Park Dr NW, Unit 2103, Atlanta, GA 30313",285 Centennial Olympic Park Dr NW,Unit 2103,Atlanta,GA,30313,Fulton,33.762584,-84.391662,Condo,1,1.0,864.0,2003.0,Active,324995,2024-03-29T00:00:00.000Z,,2021-02-11T14:02:57.991Z,2024-05-01T00:00:00.000Z,34,862.0
"907-Piedmont-Ave-NE,-Apt-11,-Atlanta,-GA-30309","907 Piedmont Ave NE, Apt 11, Atlanta, GA 30309",907 Piedmont Ave NE,Apt 11,Atlanta,GA,30309,Fulton,33.779382,-84.380744,Condo,1,1.0,678.0,1930.0,Active,299000,2024-03-28T00:00:00.000Z,,2021-02-11T14:20:37.922Z,2024-05-01T00:00:00.000Z,35,680.0
"320-Martin-Luther-King-Jr-Dr-SE,-Apt-14,-Atlanta,-GA-30312","320 Martin Luther King Jr Dr SE, Apt 14, Atlanta, GA 30312",320 Martin Luther King Jr Dr SE,Apt 14,Atlanta,GA,30312,Fulton,33.747703,-84.376921,Condo,1,1.0,790.0,1927.0,Active,319900,2024-01-26T00:00:00.000Z,,2021-02-19T14:13:50.726Z,2024-05-01T00:00:00.000Z,97,727.0
"199-14th-St-NE,-Apt-812,-Atlanta,-GA-30309","199 14th St NE, Apt 812, Atlanta, GA 30309",199 14th St NE,Apt 812,Atlanta,GA,30309,Fulton,33.786037,-84.380791,Condo,1,1.0,533.0,1992.0,Active,228000,2023-11-02T00:00:00.000Z,,2021-02-27T12:12:46.105Z,2024-05-01T00:00:00.000Z,182,531.0
"3334-Peachtree-Rd-NE,-Apt-1002,-Atlanta,-GA-30326","3334 Peachtree Rd NE, Apt 1002, Atlanta, GA 30326",3334 Peachtree Rd NE,Apt 1002,Atlanta,GA,30326,Fulton,33.849227,-84.370768,Condo,1,1.0,998.0,1997.0,Active,310000,2023-09-25T00:00:00.000Z,,2021-03-01T15:01:42.767Z,2024-05-01T00:00:00.000Z,220,958.0
"2630-Talley-St,-Unit-423,-Decatur,-GA-30030","2630 Talley St, Unit 423, Decatur, GA 30030",2630 Talley St,Unit 423,Decatur,GA,30030,DeKalb,33.771039,-84.282515,Condo,1,1.0,742.0,2007.0,Active,269000,2024-03-19T00:00:00.000Z,,2021-03-26T10:52:08.070Z,2024-05-01T00:00:00.000Z,44,741.0
"410-Candler-Park-Drive-Dr-NE,-Unit-C3,-Atlanta,-GA-30307","410 Candler Park Drive Dr NE, Unit C3, Atlanta, GA 30307",410 Candler Park Drive Dr NE,Unit C3,Atlanta,GA,30307,DeKalb,33.765223,-84.339777,Condo,1,1.0,840.0,1961.0,Active,275000,2024-02-22T00:00:00.000Z,,2021-03-26T11:01:50.830Z,2024-05-01T00:00:00.000Z,70,1133.0
"10-26th-St-NW,-Apt-A1,-Atlanta,-GA-30309","10 26th St NW, Apt A1, Atlanta, GA 30309",10 26th St NW,Apt A1,Atlanta,GA,30309,Fulton,33.80209,-84.393995,Condo,1,1.0,761.0,1960.0,Active,175000,2024-04-11T00:00:00.000Z,,2021-04-18T09:59:17.021Z,2024-05-01T00:00:00.000Z,21,784.0
"711-Cosmopolitan-Dr-NE,-Unit-249,-Atlanta,-GA-30324","711 Cosmopolitan Dr NE, Unit 249, Atlanta, GA 30324",711 Cosmopolitan Dr NE,Unit 249,Atlanta,GA,30324,Fulton,33.821423,-84.362603,Condo,1,1.5,855.0,2007.0,Active,273000,2024-03-21T00:00:00.000Z,,2021-04-18T14:05:04.235Z,2024-05-01T00:00:00.000Z,42,854.0
"1101-Juniper-St-NE,-Apt-75,-Atlanta,-GA-30309","1101 Juniper St NE, Apt 75, Atlanta, GA 30309",1101 Juniper St NE,Apt 75,Atlanta,GA,30309,Fulton,33.784769,-84.381857,Condo,1,1.0,764.0,1999.0,Active,319850,2024-04-03T00:00:00.000Z,,2021-04-18T14:27:03.137Z,2024-05-01T00:00:00.000Z,29,762.0
"3820-Roswell-Rd-NE,-Unit-305,-Atlanta,-GA-30342","3820 Roswell Rd NE, Unit 305, Atlanta, GA 30342",3820 Roswell Rd NE,Unit 305,Atlanta,GA,30342,Fulton,33.858765,-84.381536,Condo,1,1.0,964.0,2005.0,Active,324000,2024-04-03T00:00:00.000Z,,2021-04-18T14:38:43.889Z,2024-05-01T00:00:00.000Z,29,
"170-Boulevard-SE,-Apt-H210,-Atlanta,-GA-30312","170 Boulevard SE, Apt H210, Atlanta, GA 30312",170 Boulevard SE,Apt H210,Atlanta,GA,30312,Fulton,33.751116,-84.368796,Condo,1,1.0,994.0,2006.0,Active,365000,2024-04-18T00:00:00.000Z,,2021-04-18T14:51:45.960Z,2024-05-01T00:00:00.000Z,14,
"775-Juniper-St-NE,-Apt-614,-Atlanta,-GA-30308","775 Juniper St NE, Apt 614, Atlanta, GA 30308",775 Juniper St NE,Apt 614,Atlanta,GA,30308,Fulton,33.775331,-84.382638,Condo,1,1.0,933.0,2020.0,Active,415000,2024-04-24T00:00:00.000Z,,2021-04-18T15:12:29.483Z,2024-05-01T00:00:00.000Z,8,
"12300-Apache-Ave,-Apt-1508,-Savannah,-GA-31419","12300 Apache Ave, Apt 1508, Savannah, GA 31419",12300 Apache Ave,Apt 1508,Savannah,GA,31419,Chatham,31.973133,-81.166185,Condo,1,1.0,788.0,1995.0,Active,162000,2024-04-26T00:00:00.000Z,,2021-04-26T07:46:27.380Z,2024-05-01T00:00:00.000Z,6,1307.0
"800-Peachtree-St-NE,-Apt-8201,-Atlanta,-GA-30308","800 Peachtree St NE, Apt 8201, Atlanta, GA 30308",800 Peachtree St NE,Apt 8201,Atlanta,GA,30308,Fulton,33.776826,-84.38523,Condo,1,1.0,625.0,1927.0,Active,235900,2024-03-19T00:00:00.000Z,,2021-05-12T12:47:27.575Z,2024-05-01T00:00:00.000Z,44,610.0
"1080-Peachtree-St-NE,-Unit-1716,-Atlanta,-GA-30309","1080 Peachtree St NE, Unit 1716, Atlanta, GA 30309",1080 Peachtree St NE,Unit 1716,Atlanta,GA,30309,Fulton,33.783839,-84.383866,Condo,1,1.0,879.0,2008.0,Active,424900,2024-02-10T00:00:00.000Z,,2021-05-12T15:37:40.836Z,2024-05-01T00:00:00.000Z,82,880.0
"805-Peachtree-St-NE,-Unit-511,-Atlanta,-GA-30308","805 Peachtree St NE, Unit 511, Atlanta, GA 30308",805 Peachtree St NE,Unit 511,Atlanta,GA,30308,Fulton,33.776458,-84.383855,Condo,1,2.0,1350.0,1951.0,Active,395000,2024-02-01T00:00:00.000Z,,2021-05-12T15:46:17.652Z,2024-05-01T00:00:00.000Z,91,1307.0
"390-17th-St-NW,-Unit-3026,-Atlanta,-GA-30363","390 17th St NW, Unit 3026, Atlanta, GA 30363",390 17th St NW,Unit 3026,Atlanta,GA,30363,Fulton,33.79032,-84.399552,Condo,1,1.0,868.0,2006.0,Active,247000,2024-03-19T00:00:00.000Z,,2021-05-16T14:38:13.781Z,2024-05-01T00:00:00.000Z,44,871.0
"930-Lake-Oconee-Pkwy,-Eatonton,-GA-31024","930 Lake Oconee Pkwy, Eatonton, GA 31024",930 Lake Oconee Pkwy,,Eatonton,GA,31024,Putnam,33.41563,-83.274223,Condo,1,1.0,420.0,2004.0,Active,86500,2024-02-14T00:00:00.000Z,,2021-05-29T07:55:26.667Z,2024-05-01T00:00:00.000Z,78,
"16-Tybrisa-St,-Unit-127,-Tybee-Island,-GA-31328","16 Tybrisa St, Unit 127, Tybee Island, GA 31328",16 Tybrisa St,Unit 127,Tybee Island,GA,31328,Chatham,31.992332,-80.848575,Condo,1,1.0,338.0,1999.0,Active,285000,2024-03-15T00:00:00.000Z,,2021-06-16T10:07:20.207Z,2024-05-01T00:00:00.000Z,48,
"125-E-Broad-St,-Savannah,-GA-31401","125 E Broad St, Savannah, GA 31401",125 E Broad St,,Savannah,GA,31401,Chatham,32.07633,-81.085344,Condo,1,1.0,620.0,1915.0,Active,435000,2024-03-28T00:00:00.000Z,,2021-06-16T12:54:51.257Z,2024-05-01T00:00:00.000Z,35,436.0
"3445-Stratford-Rd-NE,-Apt-602,-Atlanta,-GA-30326","3445 Stratford Rd NE, Apt 602, Atlanta, GA 30326",3445 Stratford Rd NE,Apt 602,Atlanta,GA,30326,Fulton,33.850845,-84.36768,Condo,1,1.0,972.0,2004.0,Active,305000,2024-02-21T00:00:00.000Z,,2021-06-16T14:46:05.702Z,2024-05-01T00:00:00.000Z,71,
"270-17th-St-NW,-Unit-1007,-Atlanta,-GA-30363","270 17th St NW, Unit 1007, Atlanta, GA 30363",270 17th St NW,Unit 1007,Atlanta,GA,30363,Fulton,33.790848,-84.397562,Condo,1,1.5,1244.0,2009.0,Active,525000,2024-04-01T00:00:00.000Z,,2021-06-16T15:39:41.037Z,2024-05-01T00:00:00.000Z,31,1246.0
"620-Peachtree-St-NE,-Apt-403,-Atlanta,-GA-30308","620 Peachtree St NE, Apt 403, Atlanta, GA 30308",620 Peachtree St NE,Apt 403,Atlanta,GA,30308,Fulton,33.771557,-84.385462,Condo,1,1.0,740.0,1965.0,Active,219000,2023-07-24T00:00:00.000Z,,2021-06-19T11:00:02.195Z,2024-05-01T00:00:00.000Z,283,741.0
"325-E-Paces-Ferry-Rd-NE,-Apt-507,-Atlanta,-GA-30305","325 E Paces Ferry Rd NE, Apt 507, Atlanta, GA 30305",325 E Paces Ferry Rd NE,Apt 507,Atlanta,GA,30305,Fulton,33.838574,-84.376848,Condo,1,1.0,874.0,2004.0,Active,285000,2023-09-11T00:00:00.000Z,,2021-06-19T13:27:03.395Z,2024-05-01T00:00:00.000Z,234,876.0
"805-Peachtree-St-NE,-Unit-410,-Atlanta,-GA-30308","805 Peachtree St NE, Unit 410, Atlanta, GA 30308",805 Peachtree St NE,Unit 410,Atlanta,GA,30308,Fulton,33.776458,-84.383855,Condo,1,1.0,1080.0,1951.0,Active,350000,2024-03-18T00:00:00.000Z,,2021-06-19T14:07:14.933Z,2024-05-01T00:00:00.000Z,45,1080.0
"3325-Piedmont-Rd-NE,-Unit-2009,-Atlanta,-GA-30305","3325 Piedmont Rd NE, Unit 2009, Atlanta, GA 30305",3325 Piedmont Rd NE,Unit 2009,Atlanta,GA,30305,Fulton,33.845166,-84.371515,Condo,1,1.0,944.0,2008.0,Active,400000,2024-03-17T00:00:00.000Z,,2021-06-19T15:15:27.538Z,2024-05-01T00:00:00.000Z,46,958.0
"44-Peachtree-Pl-NW,-Unit-429,-Atlanta,-GA-30309","44 Peachtree Pl NW, Unit 429, Atlanta, GA 30309",44 Peachtree Pl NW,Unit 429,Atlanta,GA,30309,Fulton,33.780059,-84.388114,Condo,1,1.0,774.0,2006.0,Active,290000,2024-01-30T00:00:00.000Z,,2021-06-23T14:34:12.994Z,2024-05-01T00:00:00.000Z,93,784.0
"320-Martin-Luther-King-Jr-Dr-SE,-Apt-3,-Atlanta,-GA-30312","320 Martin Luther King Jr Dr SE, Apt 3, Atlanta, GA 30312",320 Martin Luther King Jr Dr SE,Apt 3,Atlanta,GA,30312,Fulton,33.747703,-84.376921,Condo,1,2.0,1138.0,1927.0,Active,365000,2024-03-18T00:00:00.000Z,,2021-06-29T14:31:14.081Z,2024-05-01T00:00:00.000Z,45,1137.0
