id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,status,price,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,lotSize
"110-Camellia-Ct,-Unit-27,-Jackson,-GA-30233","110 Camellia Ct, Unit 27, Jackson, GA 30233",110 Camellia Ct,Unit 27,Jackson,GA,30233,Butts,33.299973,-83.969284,Townhouse,4,3.0,1632.0,2023.0,Active,239990,2023-12-12T00:00:00.000Z,,2023-12-13T00:00:00.000Z,2024-05-01T00:00:00.000Z,142,2178.0
"2550-Sibley-Dr-NE,-Atlanta,-GA-30324","2550 Sibley Dr NE, Atlanta, GA 30324",2550 Sibley Dr NE,,Atlanta,GA,30324,Fulton,33.826669,-84.355631,Townhouse,4,3.5,2509.0,2014.0,Active,680000,2024-04-12T00:00:00.000Z,,2023-12-16T00:00:00.000Z,2024-05-01T00:00:00.000Z,20,1002.0
"828-Canterbury-Overlook,-Atlanta,-GA-30324","828 Canterbury Overlook, Atlanta, GA 30324",828 Canterbury Overlook,,Atlanta,GA,30324,Fulton,33.829516,-84.35891,Townhouse,4,3.5,2056.0,2015.0,Active,745000,2024-04-27T00:00:00.000Z,,2023-12-17T00:00:00.000Z,2024-05-01T00:00:00.000Z,5,2178.0
"1340-Stanley-Park-Dr,-Unit-150,-Decatur,-GA-30033","1340 Stanley Park Dr, Unit 150, Decatur, GA 30033",1340 Stanley Park Dr,Unit 150,Decatur,GA,30033,DeKalb,33.811844,-84.301701,Townhouse,4,3.5,2589.0,2023.0,Active,765000,2024-04-11T00:00:00.000Z,,2023-12-17T00:00:00.000Z,2024-05-01T00:00:00.000Z,21,797.0
"2748-Honey-Locust-Ct,-Unit-58,-Loganville,-GA-30052","2748 Honey Locust Ct, Unit 58, Loganville, GA 30052",2748 Honey Locust Ct,Unit 58,Loganville,GA,30052,Walton,33.8389977,-83.90073819,Townhouse,4,2.5,1939.0,2023.0,Active,390765,2023-12-19T00:00:00.000Z,,2023-12-19T00:00:00.000Z,2024-05-01T00:00:00.000Z,135,
"2748-Honey-Locust-Ct,-Loganville,-GA-30052","2748 Honey Locust Ct, Loganville, GA 30052",2748 Honey Locust Ct,,Loganville,GA,30052,Gwinnett,33.87343,-83.92197,Townhouse,4,2.5,1939.0,,Active,390765,2024-04-24T00:00:00.000Z,,2023-12-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,8,
"2295-Rolling-Trl,-Lithonia,-GA-30058","2295 Rolling Trl, Lithonia, GA 30058",2295 Rolling Trl,,Lithonia,GA,30058,DeKalb,33.721156,-84.162803,Townhouse,4,2.5,1476.0,2018.0,Active,293000,2024-04-09T00:00:00.000Z,,2023-12-22T00:00:00.000Z,2024-05-01T00:00:00.000Z,23,871.0
"3575-Faulkner-St,-Cumming,-GA-30041","3575 Faulkner St, Cumming, GA 30041",3575 Faulkner St,,Cumming,GA,30041,Forsyth,34.152548,-84.166444,Townhouse,4,3.5,2851.0,2020.0,Active,600000,2023-12-22T00:00:00.000Z,,2023-12-23T00:00:00.000Z,2024-05-01T00:00:00.000Z,132,3485.0
"1242-Oxley-Ln-NW,-Atlanta,-GA-30307","1242 Oxley Ln NW, Atlanta, GA 30307",1242 Oxley Ln NW,,Atlanta,GA,30307,DeKalb,33.754807,-84.346909,Townhouse,4,3.5,2226.0,2021.0,Active,649000,2024-04-16T00:00:00.000Z,,2023-12-27T00:00:00.000Z,2024-05-01T00:00:00.000Z,16,802.0
"117-Danbury-Ct,-Pooler,-GA-31322","117 Danbury Ct, Pooler, GA 31322",117 Danbury Ct,,Pooler,GA,31322,Chatham,32.085588,-81.2903,Townhouse,4,3.0,2924.0,2018.0,Active,525900,2024-03-02T00:00:00.000Z,,2023-12-30T00:00:00.000Z,2024-05-01T00:00:00.000Z,61,3485.0
"338-Clarendon-Ct-SE,-Gainesville,-GA-30501","338 Clarendon Ct SE, Gainesville, GA 30501",338 Clarendon Ct SE,,Gainesville,GA,30501,Hall,34.299978,-83.83108,Townhouse,4,3.5,2425.0,2023.0,Active,529900,2024-01-04T00:00:00.000Z,,2024-01-05T00:00:00.000Z,2024-05-01T00:00:00.000Z,119,1742.0
"112-Prominence-Aly-SW,-Lot-10,-Marietta,-GA-30008","112 Prominence Aly SW, Lot 10, Marietta, GA 30008",112 Prominence Aly SW,Lot 10,Marietta,GA,30008,Cobb,33.917198,-84.553467,Townhouse,4,3.5,2600.0,2023.0,Active,454599,2024-01-07T00:00:00.000Z,,2024-01-08T00:00:00.000Z,2024-05-01T00:00:00.000Z,116,1307.0
"326-Clarendon-Ct-SE,-Gainesville,-GA-30501","326 Clarendon Ct SE, Gainesville, GA 30501",326 Clarendon Ct SE,,Gainesville,GA,30501,Hall,34.300196,-83.831073,Townhouse,4,3.5,2280.0,2024.0,Active,499900,2024-01-11T00:00:00.000Z,,2024-01-11T00:00:00.000Z,2024-05-01T00:00:00.000Z,112,1742.0
"3269-Hallmark-Ln,-Buford,-GA-30519","3269 Hallmark Ln, Buford, GA 30519",3269 Hallmark Ln,,Buford,GA,30519,Gwinnett,34.075527,-83.97453,Townhouse,4,3.5,2310.0,2015.0,Active,460000,2024-01-15T00:00:00.000Z,,2024-01-17T00:00:00.000Z,2024-05-01T00:00:00.000Z,108,4356.0
"36-Hidden-Pointe-Dr,-Savannah,-GA-31419","36 Hidden Pointe Dr, Savannah, GA 31419",36 Hidden Pointe Dr,,Savannah,GA,31419,Chatham,31.978972,-81.176065,Townhouse,4,3.0,1684.0,2024.0,Active,350370,2024-04-04T00:00:00.000Z,,2024-01-19T00:00:00.000Z,2024-05-01T00:00:00.000Z,28,1742.0
"101-Werner-Brook-Way-SW,-Atlanta,-GA-30354","101 Werner Brook Way SW, Atlanta, GA 30354",101 Werner Brook Way SW,,Atlanta,GA,30354,Fulton,33.665394,-84.39145,Townhouse,4,3.5,1946.0,2024.0,Active,351530,2024-01-20T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,103,
"97-Werner-Brook-Way-SW,-Atlanta,-GA-30354","97 Werner Brook Way SW, Atlanta, GA 30354",97 Werner Brook Way SW,,Atlanta,GA,30354,Fulton,33.665394,-84.39145,Townhouse,4,3.5,1946.0,2024.0,Active,351560,2024-01-20T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,103,
"95-Werner-Brook-Way-SW,-Atlanta,-GA-30354","95 Werner Brook Way SW, Atlanta, GA 30354",95 Werner Brook Way SW,,Atlanta,GA,30354,Fulton,33.665394,-84.39145,Townhouse,4,3.5,1946.0,2024.0,Active,342570,2024-01-20T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,103,
"89-Werner-Brook-Way-SW,-Atlanta,-GA-30354","89 Werner Brook Way SW, Atlanta, GA 30354",89 Werner Brook Way SW,,Atlanta,GA,30354,Fulton,33.665394,-84.39145,Townhouse,4,3.5,1941.0,2024.0,Active,362570,2024-01-20T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,103,
"112-Prominence-Aly,-Lot-10,-Marietta,-GA-30008","112 Prominence Aly, Lot 10, Marietta, GA 30008",112 Prominence Aly,Lot 10,Marietta,GA,30008,Cobb,33.917198,-84.553467,Townhouse,4,3.5,2600.0,2023.0,Active,454599,2024-01-07T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,116,1307.0
"422-Cedar-Dust-Dr,-Lot-28,-Decatur,-GA-30030","422 Cedar Dust Dr, Lot 28, Decatur, GA 30030",422 Cedar Dust Dr,Lot 28,Decatur,GA,30030,DeKalb,33.786818,-84.289467,Townhouse,4,4.0,3140.0,2023.0,Active,909900,2023-04-19T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,379,
"428-Cedar-Dust-Dr,-Lot-31,-Decatur,-GA-30030","428 Cedar Dust Dr, Lot 31, Decatur, GA 30030",428 Cedar Dust Dr,Lot 31,Decatur,GA,30030,DeKalb,33.786802,-84.289209,Townhouse,4,4.0,3140.0,2023.0,Active,899900,2023-04-19T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,379,
"426-Cedar-Dust-Dr,-Lot-30,-Decatur,-GA-30030","426 Cedar Dust Dr, Lot 30, Decatur, GA 30030",426 Cedar Dust Dr,Lot 30,Decatur,GA,30030,DeKalb,33.786811,-84.289281,Townhouse,4,4.0,3140.0,2023.0,Active,939900,2023-04-19T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,379,
"430-Cedar-Dust-Dr,-Lot-32,-Decatur,-GA-30030","430 Cedar Dust Dr, Lot 32, Decatur, GA 30030",430 Cedar Dust Dr,Lot 32,Decatur,GA,30030,DeKalb,33.786794,-84.289137,Townhouse,4,4.0,3140.0,2023.0,Active,899900,2023-04-19T00:00:00.000Z,,2024-01-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,379,
"433-431-Ne-Sand-Bar-Ferry-Rd,-Unit-2,-Augusta,-GA-30901","433/431 Ne Sand Bar Ferry Rd, Unit 2, Augusta, GA 30901",433/431 Ne Sand Bar Ferry Rd,Unit 2,Augusta,GA,30901,Richmond,33.461163,-81.936836,Townhouse,4,2.0,1538.0,1983.0,Active,155000,2024-01-21T00:00:00.000Z,,2024-01-22T00:00:00.000Z,2024-05-01T00:00:00.000Z,102,20473.0
"156-Smith-St,---D,-Clayton,-GA-30525","156 Smith St, # D, Clayton, GA 30525",156 Smith St,# D,Clayton,GA,30525,Rabun,34.886141,-83.396522,Townhouse,4,3.5,2797.0,2022.0,Active,449000,2024-04-20T00:00:00.000Z,,2024-01-23T00:00:00.000Z,2024-05-01T00:00:00.000Z,12,1307.0
"317-Burgess-Walk,-Alpharetta,-GA-30009","317 Burgess Walk, Alpharetta, GA 30009",317 Burgess Walk,,Alpharetta,GA,30009,Fulton,34.067787,-84.295493,Townhouse,4,3.5,2288.0,2021.0,Active,825000,2024-01-22T00:00:00.000Z,,2024-01-23T00:00:00.000Z,2024-05-01T00:00:00.000Z,101,610.0
"2801-Honey-Locust-Ct,-Loganville,-GA-30052","2801 Honey Locust Ct, Loganville, GA 30052",2801 Honey Locust Ct,,Loganville,GA,30052,Gwinnett,33.87343,-83.92197,Townhouse,4,2.5,1939.0,,Active,390765,2024-04-25T00:00:00.000Z,,2024-01-26T00:00:00.000Z,2024-05-01T00:00:00.000Z,7,
"103-Alayna-Ct,-Macon,-GA-31216","103 Alayna Ct, Macon, GA 31216",103 Alayna Ct,,Macon,GA,31216,Bibb,32.732432,-83.671736,Townhouse,4,2.5,2000.0,2024.0,Active,265990,2024-04-05T00:00:00.000Z,,2024-01-26T00:00:00.000Z,2024-05-01T00:00:00.000Z,27,13939.0
"306-Liberty-Way,-Woodstock,-GA-30188","306 Liberty Way, Woodstock, GA 30188",306 Liberty Way,,Woodstock,GA,30188,Cherokee,34.112327,-84.517366,Townhouse,4,4.0,2151.0,2018.0,Active,515000,2024-01-25T00:00:00.000Z,,2024-01-26T00:00:00.000Z,2024-05-01T00:00:00.000Z,98,871.0
"1145-Kirkwood-Ave-SE,-Unit-14,-Atlanta,-GA-30316","1145 Kirkwood Ave SE, Unit 14, Atlanta, GA 30316",1145 Kirkwood Ave SE,Unit 14,Atlanta,GA,30316,Fulton,33.749976,-84.349669,Townhouse,4,4.5,2520.0,2019.0,Active,640000,2024-03-19T00:00:00.000Z,,2024-01-26T00:00:00.000Z,2024-05-01T00:00:00.000Z,44,1307.0
"4134-Charlotte-Way,-Atlanta,-GA-30341","4134 Charlotte Way, Atlanta, GA 30341",4134 Charlotte Way,,Atlanta,GA,30341,DeKalb,33.914893,-84.299115,Townhouse,4,3.5,2750.0,2017.0,Active,535000,2024-01-26T00:00:00.000Z,,2024-01-27T00:00:00.000Z,2024-05-01T00:00:00.000Z,97,2178.0
"4134-Charlotte-Way,-Chamblee,-GA-30341","4134 Charlotte Way, Chamblee, GA 30341",4134 Charlotte Way,,Chamblee,GA,30341,DeKalb,33.914893,-84.299115,Townhouse,4,3.5,2750.0,2017.0,Active,535000,2024-01-26T00:00:00.000Z,,2024-01-27T00:00:00.000Z,2024-05-01T00:00:00.000Z,97,2178.0
"3904-Benchwood-Ct,-Unit-203,-Peachtree-Corners,-GA-30092","3904 Benchwood Ct, Unit 203, Peachtree Corners, GA 30092",3904 Benchwood Ct,Unit 203,Peachtree Corners,GA,30092,Gwinnett,34.00066,-84.224806,Townhouse,4,3.5,2373.0,2024.0,Active,734660,2024-02-05T00:00:00.000Z,,2024-02-05T00:00:00.000Z,2024-05-01T00:00:00.000Z,87,1830.0
"1761-Stephanie-Trl-NE,-Atlanta,-GA-30329","1761 Stephanie Trl NE, Atlanta, GA 30329",1761 Stephanie Trl NE,,Atlanta,GA,30329,DeKalb,33.821631,-84.317298,Townhouse,4,3.5,2640.0,2016.0,Active,699000,2024-02-05T00:00:00.000Z,,2024-02-06T00:00:00.000Z,2024-05-01T00:00:00.000Z,87,1429.0
"1865-Preserve-Way,-Brookhaven,-GA-30341","1865 Preserve Way, Brookhaven, GA 30341",1865 Preserve Way,,Brookhaven,GA,30341,DeKalb,33.913485,-84.312132,Townhouse,4,3.5,2426.0,2011.0,Active,600000,2024-02-05T00:00:00.000Z,,2024-02-06T00:00:00.000Z,2024-05-01T00:00:00.000Z,87,2614.0
"180-Roswell-St,-Unit-15,-Alpharetta,-GA-30009","180 Roswell St, Unit 15, Alpharetta, GA 30009",180 Roswell St,Unit 15,Alpharetta,GA,30009,Fulton,34.070026,-84.299263,Townhouse,4,4.5,,2024.0,Active,1300000,2024-02-06T00:00:00.000Z,,2024-02-07T00:00:00.000Z,2024-05-01T00:00:00.000Z,86,
"25-Russet-Way,-Lot-70,-Newnan,-GA-30263","25 Russet Way, Lot 70, Newnan, GA 30263",25 Russet Way,Lot 70,Newnan,GA,30263,Coweta,33.378387,-84.77549,Townhouse,4,2.5,2281.0,2024.0,Active,401630,2024-02-06T00:00:00.000Z,,2024-02-07T00:00:00.000Z,2024-05-01T00:00:00.000Z,86,
"10-Island-Creek-Ln,-Savannah,-GA-31410","10 Island Creek Ln, Savannah, GA 31410",10 Island Creek Ln,,Savannah,GA,31410,Chatham,32.002567,-80.986893,Townhouse,4,3.0,2318.0,1984.0,Active,419900,2024-02-06T00:00:00.000Z,,2024-02-07T00:00:00.000Z,2024-05-01T00:00:00.000Z,86,3485.0
"5-N-Rim,-Unit-51,-Jasper,-GA-30143","5 N Rim, Unit 51, Jasper, GA 30143",5 N Rim,Unit 51,Jasper,GA,30143,Pickens,34.462162,-84.4188,Townhouse,4,3.0,,2023.0,Active,359000,2024-02-03T00:00:00.000Z,,2024-02-08T00:00:00.000Z,2024-05-01T00:00:00.000Z,89,
"1196-Kendron-Ln,-Unit-3,-Atlanta,-GA-30329","1196 Kendron Ln, Unit 3, Atlanta, GA 30329",1196 Kendron Ln,Unit 3,Atlanta,GA,30329,DeKalb,33.814315,-84.336564,Townhouse,4,4.5,2783.0,2018.0,Active,615000,2024-02-01T00:00:00.000Z,,2024-02-08T00:00:00.000Z,2024-05-01T00:00:00.000Z,91,
"889-Proctor-Oaks-St-NW,-Atlanta,-GA-30318","889 Proctor Oaks St NW, Atlanta, GA 30318",889 Proctor Oaks St NW,,Atlanta,GA,30318,Fulton,33.788838,-84.450579,Townhouse,4,3.5,2272.0,2015.0,Active,553500,2024-02-09T00:00:00.000Z,,2024-02-10T00:00:00.000Z,2024-05-01T00:00:00.000Z,83,3049.0
"1620-Halliard-Dr,-Lawrenceville,-GA-30043","1620 Halliard Dr, Lawrenceville, GA 30043",1620 Halliard Dr,,Lawrenceville,GA,30043,Gwinnett,33.965483,-84.08259,Townhouse,4,3.5,2438.0,2005.0,Active,364900,2024-02-11T00:00:00.000Z,,2024-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,81,436.0
"433-Heritage-Park-Trce-NW,-Unit-1,-Kennesaw,-GA-30144","433 Heritage Park Trce NW, Unit 1, Kennesaw, GA 30144",433 Heritage Park Trce NW,Unit 1,Kennesaw,GA,30144,Cobb,34.008698,-84.564364,Townhouse,4,3.5,1820.0,2005.0,Active,340000,2024-02-11T00:00:00.000Z,,2024-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,81,5663.0
"2801-Honey-Locust,-Unit-71,-Loganville,-GA-30052","2801 Honey Locust, Unit 71, Loganville, GA 30052",2801 Honey Locust,Unit 71,Loganville,GA,30052,Walton,33.8294,-83.8995,Townhouse,4,2.5,,2023.0,Active,390765,2024-02-08T00:00:00.000Z,,2024-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,84,
"315-N-Rampart-St,-Canton,-GA-30114","315 N Rampart St, Canton, GA 30114",315 N Rampart St,,Canton,GA,30114,Cherokee,34.214526,-84.52495,Townhouse,4,3.5,2627.0,2024.0,Active,524900,2024-04-17T00:00:00.000Z,,2024-02-13T00:00:00.000Z,2024-05-01T00:00:00.000Z,15,14375.0
"416-Geo-Meyer-Ave,-Savannah,-GA-31401","416 Geo Meyer Ave, Savannah, GA 31401",416 Geo Meyer Ave,,Savannah,GA,31401,Chatham,32.077606,-81.076981,Townhouse,4,5.0,4491.0,2023.0,Active,4073905,2024-02-12T00:00:00.000Z,,2024-02-13T00:00:00.000Z,2024-05-01T00:00:00.000Z,80,436.0
"412-Geo-Meyer-Ave,-Savannah,-GA-31401","412 Geo Meyer Ave, Savannah, GA 31401",412 Geo Meyer Ave,,Savannah,GA,31401,Chatham,32.077602,-81.07708,Townhouse,4,5.0,4491.0,2024.0,Active,3200000,2024-02-15T00:00:00.000Z,,2024-02-13T00:00:00.000Z,2024-05-01T00:00:00.000Z,77,436.0
"408-Geo-Meyer-Ave,-Savannah,-GA-31401","408 Geo Meyer Ave, Savannah, GA 31401",408 Geo Meyer Ave,,Savannah,GA,31401,Chatham,32.077606,-81.077164,Townhouse,4,5.5,4560.0,2023.0,Active,4635470,2024-02-12T00:00:00.000Z,,2024-02-13T00:00:00.000Z,2024-05-01T00:00:00.000Z,80,436.0
"706-Sundial-Ln,-Mableton,-GA-30126","706 Sundial Ln, Mableton, GA 30126",706 Sundial Ln,,Mableton,GA,30126,Cobb,33.815498,-84.552421,Townhouse,4,2.5,2066.0,2024.0,Active,413900,2024-02-12T00:00:00.000Z,,2024-02-13T00:00:00.000Z,2024-05-01T00:00:00.000Z,80,
"3040-Cedar-Glade-Ln,-Buford,-GA-30519","3040 Cedar Glade Ln, Buford, GA 30519",3040 Cedar Glade Ln,,Buford,GA,30519,Gwinnett,34.07304,-83.96955,Townhouse,4,3.5,2212.0,2006.0,Active,345000,2024-02-12T00:00:00.000Z,,2024-02-13T00:00:00.000Z,2024-05-01T00:00:00.000Z,80,436.0
"3671-Chattahoochee-Summit-Dr-SE,-Unit-17,-Atlanta,-GA-30339","3671 Chattahoochee Summit Dr SE, Unit 17, Atlanta, GA 30339",3671 Chattahoochee Summit Dr SE,Unit 17,Atlanta,GA,30339,Cobb,33.88888,-84.451622,Townhouse,4,3.5,2489.0,2004.0,Active,505000,2024-02-14T00:00:00.000Z,,2024-02-15T00:00:00.000Z,2024-05-01T00:00:00.000Z,78,871.0
"2401-Strand-Ave,-Lawrenceville,-GA-30043","2401 Strand Ave, Lawrenceville, GA 30043",2401 Strand Ave,,Lawrenceville,GA,30043,Gwinnett,33.99757,-84.071141,Townhouse,4,3.5,2950.0,2006.0,Active,455000,2024-04-27T00:00:00.000Z,,2024-02-15T00:00:00.000Z,2024-05-01T00:00:00.000Z,5,16553.0
"9-Oak-Green-Dr,-Lawrenceville,-GA-30044","9 Oak Green Dr, Lawrenceville, GA 30044",9 Oak Green Dr,,Lawrenceville,GA,30044,Gwinnett,33.925664,-84.061095,Townhouse,4,3.0,1768.0,2000.0,Active,322000,2024-04-22T00:00:00.000Z,,2024-02-15T00:00:00.000Z,2024-05-01T00:00:00.000Z,10,5227.0
"415-Duncan-Dene-Dr,-Unit-93,-Johns-Creek,-GA-30022","415 Duncan Dene Dr, Unit 93, Johns Creek, GA 30022",415 Duncan Dene Dr,Unit 93,Johns Creek,GA,30022,Fulton,34.023804,-84.196553,Townhouse,4,3.5,2837.0,2024.0,Active,799385,2024-02-16T00:00:00.000Z,,2024-02-17T00:00:00.000Z,2024-05-01T00:00:00.000Z,76,3441.0
"9049-Woodland-Trl,-Unit-25,-Alpharetta,-GA-30009","9049 Woodland Trl, Unit 25, Alpharetta, GA 30009",9049 Woodland Trl,Unit 25,Alpharetta,GA,30009,Fulton,34.072819,-84.275289,Townhouse,4,3.5,2840.0,2007.0,Active,700000,2024-04-16T00:00:00.000Z,,2024-02-17T00:00:00.000Z,2024-05-01T00:00:00.000Z,16,1742.0
"4045-Oxford-Park-Ln,-Cumming,-GA-30040","4045 Oxford Park Ln, Cumming, GA 30040",4045 Oxford Park Ln,,Cumming,GA,30040,Forsyth,34.156153,-84.202056,Townhouse,4,3.5,2112.0,2019.0,Active,625000,2024-02-17T00:00:00.000Z,,2024-02-18T00:00:00.000Z,2024-05-01T00:00:00.000Z,75,3920.0
"3647-Sorrell-Lanelot,---16,-Duluth,-GA-30096","3647 Sorrell Lanelot, # 16, Duluth, GA 30096",3647 Sorrell Lanelot,# 16,Duluth,GA,30096,Gwinnett,33.994447,-84.14773,Townhouse,4,3.5,2295.0,2023.0,Active,469990,2024-02-17T00:00:00.000Z,,2024-02-18T00:00:00.000Z,2024-05-01T00:00:00.000Z,75,
"136-Prominence-Aly-SW,-Lot-4,-Marietta,-GA-30008","136 Prominence Aly SW, Lot 4, Marietta, GA 30008",136 Prominence Aly SW,Lot 4,Marietta,GA,30008,Cobb,33.917255,-84.553925,Townhouse,4,3.5,2600.0,2023.0,Active,454499,2024-02-18T00:00:00.000Z,,2024-02-19T00:00:00.000Z,2024-05-01T00:00:00.000Z,74,1307.0
"128-Prominence-Aly-SW,-Lot-6,-Marietta,-GA-30008","128 Prominence Aly SW, Lot 6, Marietta, GA 30008",128 Prominence Aly SW,Lot 6,Marietta,GA,30008,Cobb,33.91724,-84.553764,Townhouse,4,3.5,2600.0,2023.0,Active,454499,2024-02-18T00:00:00.000Z,,2024-02-19T00:00:00.000Z,2024-05-01T00:00:00.000Z,74,1307.0
"2148-Tidwell-Ln,-Unit-4,-Atlanta,-GA-30318","2148 Tidwell Ln, Unit 4, Atlanta, GA 30318",2148 Tidwell Ln,Unit 4,Atlanta,GA,30318,Fulton,33.817535,-84.460194,Townhouse,4,3.5,2208.0,2024.0,Active,650000,2024-04-05T00:00:00.000Z,,2024-02-20T00:00:00.000Z,2024-05-01T00:00:00.000Z,27,871.0
"312-Commons-Ave,-Woodstock,-GA-30188","312 Commons Ave, Woodstock, GA 30188",312 Commons Ave,,Woodstock,GA,30188,Cherokee,34.107769,-84.529086,Townhouse,4,3.5,2108.0,2021.0,Active,515000,2024-02-23T00:00:00.000Z,,2024-02-21T00:00:00.000Z,2024-05-01T00:00:00.000Z,69,1742.0
"1311-Breezy-St-SE,-Unit-132,-Atlanta,-GA-30315","1311 Breezy St SE, Unit 132, Atlanta, GA 30315",1311 Breezy St SE,Unit 132,Atlanta,GA,30315,Fulton,33.719105,-84.371035,Townhouse,4,3.0,1862.0,2023.0,Active,545082,2024-02-20T00:00:00.000Z,,2024-02-21T00:00:00.000Z,2024-05-01T00:00:00.000Z,72,
"4239-Hickory-Pine-Aly,-Doraville,-GA-30360","4239 Hickory Pine Aly, Doraville, GA 30360",4239 Hickory Pine Aly,,Doraville,GA,30360,DeKalb,33.916352,-84.287831,Townhouse,4,3.0,2295.0,2021.0,Active,539900,2024-02-21T00:00:00.000Z,,2024-02-22T00:00:00.000Z,2024-05-01T00:00:00.000Z,71,784.0
"3520-Firestone-Dr,-Hephzibah,-GA-30815","3520 Firestone Dr, Hephzibah, GA 30815",3520 Firestone Dr,,Hephzibah,GA,30815,Richmond,33.37733,-82.08276,Townhouse,4,2.5,1859.0,,Active,257420,2024-04-28T00:00:00.000Z,,2024-02-22T00:00:00.000Z,2024-05-01T00:00:00.000Z,4,
"3510-Firestone-Dr,-Hephzibah,-GA-30815","3510 Firestone Dr, Hephzibah, GA 30815",3510 Firestone Dr,,Hephzibah,GA,30815,Richmond,33.37733,-82.08276,Townhouse,4,2.5,1859.0,,Active,257290,2024-04-28T00:00:00.000Z,,2024-02-22T00:00:00.000Z,2024-05-01T00:00:00.000Z,4,
"3607-Sorrell-Lanelot,---20,-Duluth,-GA-30096","3607 Sorrell Lanelot, # 20, Duluth, GA 30096",3607 Sorrell Lanelot,# 20,Duluth,GA,30096,Gwinnett,33.9938,-84.149,Townhouse,4,3.5,2295.0,2023.0,Active,463432,2024-02-22T00:00:00.000Z,,2024-02-23T00:00:00.000Z,2024-05-01T00:00:00.000Z,70,
"1810-Peach-Blossom-Ln-NE,-Atlanta,-GA-30324","1810 Peach Blossom Ln NE, Atlanta, GA 30324",1810 Peach Blossom Ln NE,,Atlanta,GA,30324,Fulton,33.803661,-84.366885,Townhouse,4,3.5,2055.0,,Active,822985,2024-04-22T00:00:00.000Z,,2024-02-23T00:00:00.000Z,2024-05-01T00:00:00.000Z,10,
"2735-Davis-Oaks-Pl,-Unit-20,-Decatur,-GA-30033","2735 Davis Oaks Pl, Unit 20, Decatur, GA 30033",2735 Davis Oaks Pl,Unit 20,Decatur,GA,30033,DeKalb,33.82481,-84.29363,Townhouse,4,3.5,3354.0,2007.0,Active,675000,2024-02-24T00:00:00.000Z,,2024-02-24T00:00:00.000Z,2024-05-01T00:00:00.000Z,68,1176.0
"200-Wheatland-Rd,-Unit-85,-Johns-Creek,-GA-30022","200 Wheatland Rd, Unit 85, Johns Creek, GA 30022",200 Wheatland Rd,Unit 85,Johns Creek,GA,30022,Fulton,34.023804,-84.196553,Townhouse,4,3.5,2837.0,2024.0,Active,844630,2024-02-23T00:00:00.000Z,,2024-02-24T00:00:00.000Z,2024-05-01T00:00:00.000Z,69,3441.0
"3657-Sorrell-Lanelot,---15,-Duluth,-GA-30096","3657 Sorrell Lanelot, # 15, Duluth, GA 30096",3657 Sorrell Lanelot,# 15,Duluth,GA,30096,Gwinnett,33.9938,-84.149,Townhouse,4,3.5,2295.0,2023.0,Active,465706,2024-02-22T00:00:00.000Z,,2024-02-24T00:00:00.000Z,2024-05-01T00:00:00.000Z,70,
"340-Eugenia-St-SW,-Unit-503,-Atlanta,-GA-30312","340 Eugenia St SW, Unit 503, Atlanta, GA 30312",340 Eugenia St SW,Unit 503,Atlanta,GA,30312,Fulton,33.742711,-84.399051,Townhouse,4,2.5,1850.0,2023.0,Active,599900,2024-02-24T00:00:00.000Z,,2024-02-25T00:00:00.000Z,2024-05-01T00:00:00.000Z,68,10206.0
"112-Werner-Brook-Way-SW,-Atlanta,-GA-30354","112 Werner Brook Way SW, Atlanta, GA 30354",112 Werner Brook Way SW,,Atlanta,GA,30354,Fulton,33.66574,-84.38651,Townhouse,4,3.5,1941.0,2024.0,Active,363100,2024-02-26T00:00:00.000Z,,2024-02-27T00:00:00.000Z,2024-05-01T00:00:00.000Z,66,
"116-Werner-Brook-Way-SW,-Atlanta,-GA-30354","116 Werner Brook Way SW, Atlanta, GA 30354",116 Werner Brook Way SW,,Atlanta,GA,30354,Fulton,33.6656356,-84.387283,Townhouse,4,3.5,1941.0,2024.0,Active,344070,2024-02-26T00:00:00.000Z,,2024-02-27T00:00:00.000Z,2024-05-01T00:00:00.000Z,66,
